nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Kampung Wisata Makati,Budaya,Wisata Budaya & Edukasi,Tamansari,Kabupaten Bogor,4.5,60,12500,https://www.google.com/maps/place/Kampung+Wisata+Makati/data=!4m7!3m6!1s0x2e69cf0d2891c9f9:0x723d5f53396df884!8m2!3d-6.6691746!4d106.7245483!16s%2Fg%2F11f6cs73ll!19sChIJ-cmRKA3PaS4RhPhtOVNfPXI?authuser=0&hl=id&rclk=1,-6.6691746,106.7245483,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfVEXJv9X3P6qLzkhTCZn4mq-CVM0zsJF7KMzVi2EX4Ly3V5XS-kUFbMXdbhGcxSmaK9UWM5DxFRivH7jKYRehXqHVfYY9FnB6wUQRWb3_QpF5xkl-F5nvfa_Cx86R-ILVEp5d=w1200-h800
"Taman Topi Chiquita, Taman sari",Alam,Wisata Alam,Tamansari,Kabupaten Bogor,4.2,110,0,"https://www.google.com/maps/place/Taman+Topi+Chiquita,+Taman+sari/data=!4m7!3m6!1s0x2e69cf7ce9acc581:0xff2e503f8e99653c!8m2!3d-6.6458783!4d106.7404991!16s%2Fg%2F11sxvndsf2!19sChIJgcWs6XzPaS4RPGWZjj9QLv8?authuser=0&hl=id&rclk=1",-6.6458783,106.7404991,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSziZivfNm-kuAP1H09vlcWdkaczpqiqiEEKuYPXr2g0d_yFJl_zu2-T_2oiR6Fj8S8TaHB8igmRAiapafgQFBYiVaSE3Nnk52dbSXpZUD5pyEfkDPwHfD0zt4Ve3ZTyAxhUop-KSQ=w1200-h800
Wisata Alam Curug Nangka,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,3.3,54,32000,https://www.google.com/maps/place/Wisata+Alam+Curug+Nangka/data=!4m7!3m6!1s0x2e69cfd436773f57:0x2cf717580a9474d2!8m2!3d-6.6678251!4d106.7268512!16s%2Fg%2F11f4q_sl3p!19sChIJVz93NtTPaS4R0nSUClgX9yw?authuser=0&hl=id&rclk=1,-6.6678251,106.7268512,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyL0lB066nUoscKSsdhyhXPrPmBMDeVigsnbQSAR9MKPQgDf-uRkYtb5y1pmYpZNRNLKEgoCe2bNv6UFnIVShRP2g-ld-AJjORLAn_SU_bsDHpbzANvF2dfPxX0IEgiX_U3p1h4=w1200-h800
Saung Abah Jovi,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.7,103,0,https://www.google.com/maps/place/Saung+Abah+Jovi/data=!4m7!3m6!1s0x2e69cfb7ab3d8cc9:0x25603169269541df!8m2!3d-6.6588155!4d106.7307401!16s%2Fg%2F11qg1kcvjz!19sChIJyYw9q7fPaS4R30GVJmkxYCU?authuser=0&hl=id&rclk=1,-6.6588155,106.7307401,https://lh3.googleusercontent.com/p/AF1QipO7rbh7gpI9fTFbu4OrBpUJlpW-p-gsvRiFqKqF=w1200-h800
Warung Kopi Pura Ciapus,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.4,259,0,https://www.google.com/maps/place/Warung+Kopi+Pura+Ciapus/data=!4m7!3m6!1s0x2e69cfd1f011ceb1:0x93cefa2fa2330897!8m2!3d-6.6660736!4d106.7349181!16s%2Fg%2F11df81r9__!19sChIJsc4R8NHPaS4Rlwgzoi_6zpM?authuser=0&hl=id&rclk=1,-6.6660736,106.7349181,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7MUYA3fTb2DhD2gDZeI3DVq8PsHj7CdSfLs1yNmsCApkC3czUiS66bGlvVuKhcJAXnxln9uXFhkwesVdf-G7EHnl35MWArFgbwsoswq7ZFsKfmYPMdJ41evPaLXxsiy40Msp8=w1200-h800
Bogor Treetop Zipline Adventure,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.8,239,32000,https://www.google.com/maps/place/Bogor+Treetop+Zipline+Adventure/data=!4m7!3m6!1s0x2e69cf3f2a035023:0x4b949cdb59feab80!8m2!3d-6.6687641!4d106.7283983!16s%2Fg%2F11n_tmwph9!19sChIJI1ADKj_PaS4RgKv-WduclEs?authuser=0&hl=id&rclk=1,-6.6687641,106.7283983,https://lh3.googleusercontent.com/p/AF1QipNPVZxSrVHN9HuxVGMzhyzT9j_NhWRHPhCNn-Jl=w1200-h800
Herman Lantang Camp,Umum,Lainnya,Tamansari,Kabupaten Bogor,4.7,394,30000,https://www.google.com/maps/place/Herman+Lantang+Camp/data=!4m7!3m6!1s0x2e69cfd42e0f4aeb:0x40b9aa6c3f1fba0b!8m2!3d-6.667461!4d106.726525!16s%2Fg%2F11clhqx7p7!19sChIJ60oPLtTPaS4RC7ofP2yquUA?authuser=0&hl=id&rclk=1,-6.667461,106.726525,https://lh3.googleusercontent.com/p/AF1QipPtA2B-ATNAL-tIuu0L74bL68_yHKLDzoz3nbgh=w1200-h800
Global Edu Camp-Curug Sawer,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,4.5,69,10000,https://www.google.com/maps/place/Global+Edu+Camp-Curug+Sawer/data=!4m7!3m6!1s0x2e69d021d5a1f593:0x531a84cc3597ba3e!8m2!3d-6.6516363!4d106.7203083!16s%2Fg%2F11cjh_bnfb!19sChIJk_Wh1SHQaS4RPrqXNcyEGlM?authuser=0&hl=id&rclk=1,-6.6516363,106.7203083,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzl2FuEPXMLFYfIZNeBYNlMtW8h3nP_Adq7NQb7v_WbDS6cSPB4LJS-4wKGVZ4wIIwnzBcxr1i7hoNLsZmpg0-vrFIa-lNaDhHQtaHXVuuqZbcTA363JVfbsTrnBljXrJE1ZmpI=w1200-h800
Danau Tamansari Ciapus Bogor,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,4.5,67,0,https://www.google.com/maps/place/Danau+Tamansari+Ciapus+Bogor/data=!4m7!3m6!1s0x2e69cff4ad87d365:0x6d88738bd6a58152!8m2!3d-6.6536202!4d106.7537613!16s%2Fg%2F11n18qpfxy!19sChIJZdOHrfTPaS4RUoGl1otziG0?authuser=0&hl=id&rclk=1,-6.6536202,106.7537613,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu2X_sCA2BdOsTCpSQ5TjzAwOdZz1ZaYKerjYNoi2LPY8rvqVxYq9744N-wZgVrfUA9Ha4mHhz2pwF0KJ8p2jSoN4Hm_yPzN_NyGLkjVOn1bPeYqhIRmZALNt46C2LIRcHqlRXqQ=w1200-h800
Sungai Citiis,Alam,Wisata Alam,Tamansari,Kabupaten Bogor,4.4,116,0,https://www.google.com/maps/place/Sungai+Citiis/data=!4m7!3m6!1s0x2e69cfb4dcd89c87:0xc245aaffa3313d49!8m2!3d-6.6699677!4d106.7506786!16s%2Fg%2F11dxc10pzb!19sChIJh5zY3LTPaS4RST0xo_-qRcI?authuser=0&hl=id&rclk=1,-6.6699677,106.7506786,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylCzMtrm1R2lu_5Z16fTsSEmRtXn-8tXoRzz-_AHdxLN7oOCNLQFig3Af2PSwujZqZvkW1PdnHXM99vMt8U-RAG1pbyFbfvkkIIx4ooRSL-MHfMx2METik4FCvXv2QWU4VWSkK=w1200-h800
Le Mbach (Lembah Tanjung Rasa),Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.7,86,0,https://www.google.com/maps/place/Le+Mbach+%28Lembah+Tanjung+Rasa%29/data=!4m7!3m6!1s0x2e69a4fbba0bf52f:0xea69f5a6d3d8fa39!8m2!3d-6.5681875!4d107.1405625!16s%2Fg%2F11gf5vvsv0!19sChIJL_ULuvukaS4ROfrY06b1aeo?authuser=0&hl=id&rclk=1,-6.5681875,107.1405625,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0WzLTN2uzpmw3-1Tl_Zr5NB0XtdtGAdLICQVkvUdceBVhiZLb7f96c9qFoSy0ZjVOT9S8q79wj2niS7NOd0QBfBPOAuw7Hfy8MfMLjx9iJlwSp5sY7k7osr-j2RkKcgJN-WoNiA=w1200-h800
Wisata Edukasi Granada Land,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,4.6,562,15000,https://www.google.com/maps/place/Wisata+Edukasi+Granada+Land/data=!4m7!3m6!1s0x2e69a51ae5522599:0x82f5aebb7fe0bf84!8m2!3d-6.588501!4d107.1056803!16s%2Fg%2F11jj1gsby0!19sChIJmSVS5RqlaS4RhL_gf7uu9YI?authuser=0&hl=id&rclk=1,-6.588501,107.1056803,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNjQDFYBaBAnlIzYMeBA2kOWQlFjPkSuQak7y_Uw6ytjukCeNGWMXjwTMVvzQWdNk13xdTGZ1OdOJs0XRsOpYvX649qui7rDJgs-7R7LIxvxr-hluzVVfZMl39a93FwhvYLLgk=w1200-h800
Wisata Kampoeng Ciherang,Budaya,Wisata Budaya & Edukasi,Tanjungsari,Kabupaten Bogor,4.3,3386,20000,https://www.google.com/maps/place/Wisata+Kampoeng+Ciherang/data=!4m7!3m6!1s0x2e68d9640b7fef01:0xb54c7b40079f4502!8m2!3d-6.8293636!4d107.7978925!16s%2Fg%2F11c60m3xf2!19sChIJAe9_C2TZaC4RAkWfB0B7TLU?authuser=0&hl=id&rclk=1,-6.8293636,107.7978925,
Wisata Puncak Pinus Cikalong-kulon cianjur,Alam,Wisata Alam,Tanjungsari,Kabupaten Bogor,4.4,1879,10000,https://www.google.com/maps/place/Wisata+Puncak+Pinus+Cikalong-kulon+cianjur/data=!4m7!3m6!1s0x2e69a90651f487f1:0x8c4ca9f5e6482eeb!8m2!3d-6.6617387!4d107.1962434!16s%2Fg%2F11fclj388k!19sChIJ8Yf0UQapaS4R6y5I5vWpTIw?authuser=0&hl=id&rclk=1,-6.6617387,107.1962434,https://lh3.googleusercontent.com/p/AF1QipM7-a-pdwBNJUfxzyXnjqmDFxandXV9t5SJYGsO=w1200-h800
Taman Astor Tenjo,Alam,Wisata Alam,Tenjo,Kabupaten Bogor,4,459,10000,https://www.google.com/maps/place/Taman+Astor+Tenjo/data=!4m7!3m6!1s0x2e42091b8251f1a7:0x1210fac7c7489cfe!8m2!3d-6.3571358!4d106.4728222!16s%2Fg%2F11fy9sgr18!19sChIJp_FRghsJQi4R_pxIx8f6EBI?authuser=0&hl=id&rclk=1,-6.3571358,106.4728222,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlz_fb7Ul2mwqMEuuXgym8rJPkBmpByQ5D40A2LQXirjH0QPG6D1YfERSBI-4CpOIO4FC43YKOKDrwEGrtZFDEGO11uMqxwW8uZAPVL8Uf18IYleBI2A83XycAFsOBtSXFDe8=w1200-h800
Cikoneng Camp and Resort,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.8,201,35000,https://www.google.com/maps/place/Cikoneng+Camp+and+Resort/data=!4m7!3m6!1s0x2e69d1a11476e855:0x59ddc2633b3411f7!8m2!3d-6.6649375!4d106.6770625!16s%2Fg%2F11shn9q0xb!19sChIJVeh2FKHRaS4R9xE0O2PC3Vk?authuser=0&hl=id&rclk=1,-6.6649375,106.6770625,
Curug Padalarang,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,71,20000,https://www.google.com/maps/place/Curug+Padalarang/data=!4m7!3m6!1s0x2e69d1cbbbf4a253:0x7920d0148af5c122!8m2!3d-6.6761795!4d106.7039096!16s%2Fg%2F11gb3m1k4z!19sChIJU6L0u8vRaS4RIsH1ihTQIHk?authuser=0&hl=id&rclk=1,-6.6761795,106.7039096,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynPZOKIgLXzAuWukdRMQHOviN9vJr296fV3Lz-EdeNxuXAohaMb5tk02XjEDGORInNHqE50UOJyw8fea99hRW3Mzpp91Ne0xCYfseSEYCCl17GHBB9NSGFymV75ryRzhyhoBFV=w1200-h800
NEW CIPUTRI BOGOR,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.5,179,52000,https://www.google.com/maps/place/NEW+CIPUTRI+BOGOR/data=!4m7!3m6!1s0x2e69d1c5e2354e8b:0xd8dac308b729bed0!8m2!3d-6.6765068!4d106.7064286!16s%2Fg%2F11f2rx4lbf!19sChIJi0414sXRaS4R0L4ptwjD2tg?authuser=0&hl=id&rclk=1,-6.6765068,106.7064286,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_cYNpLMMT8zwffOZ5d1W3A3gHyhbXstC5B0W5RGkODlk-K7YvolnqdjGBgtffNGu8Q0xVIxURUXYEYrELcjFE-Bd_ch_teG0ImorPOI5zFL6IqxVBVtkNzw1WLlmaQa5SiCJW=w1200-h800
Curug Ciputri Tenjolaya,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,1162,30000,https://www.google.com/maps/place/Curug+Ciputri+Tenjolaya/data=!4m7!3m6!1s0x2e69d1831597ce69:0xa94590aa078609b0!8m2!3d-6.676436!4d106.7063941!16s%2Fg%2F11c4lbdrst!19sChIJac6XFYPRaS4RsAmGB6qQRak?authuser=0&hl=id&rclk=1,-6.676436,106.7063941,https://lh3.googleusercontent.com/p/AF1QipPqhw5sbBVlAwRTnsnfpBVBDqfiXX1LDIArtU9z=w1200-h800
Curug Luhur,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4,2902,45000,https://www.google.com/maps/place/Curug+Luhur/data=!4m7!3m6!1s0x2e69c67606fceea9:0x3c33e968fa6f8c42!8m2!3d-6.660011!4d106.7058569!16s%2Fg%2F1v7y027d!19sChIJqe78BnbGaS4RQoxv-mjpMzw?authuser=0&hl=id&rclk=1,-6.660011,106.7058569,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCrDM1IoiCIsSNglNGwWvVPVRc3aCGmltQK1pZ05RsPDWc5YgX-cX-d5dKsulk3-XWXQggaYFMfeEopiUKMndMHmVMY6bB4sBvOLtIUUTShIx8ksWQn7TDcAHPHSVBqKqaFk8i=w1200-h800
Bunder Lab,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.6,361,0,https://www.google.com/maps/place/Bunder+Lab/data=!4m7!3m6!1s0x2e69d1b7a4cdb4a5:0x67752f4979699051!8m2!3d-6.6564424!4d106.6850098!16s%2Fg%2F11rf0c31jc!19sChIJpbTNpLfRaS4RUZBpeUkvdWc?authuser=0&hl=id&rclk=1,-6.6564424,106.6850098,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFAVSWLoxW7rXrQfqV4_01VYNV6X9ZqWUBlh67KkKVFyEsA5Z3YdyToZsltqzq2duZN0knSSE3YySGzB0lym6j7TqChbwbfi2ph4b--x8BXFMVs3UeSV2nbjX5jz1cpi-JCUOesg=w1200-h800
Balong Mutiara ENDAH,Umum,Lainnya,Tenjolaya,Kabupaten Bogor,4.7,169,25000,https://www.google.com/maps/place/Balong+Mutiara+ENDAH/data=!4m7!3m6!1s0x2e69d1dff99a1137:0xaca13da9e6cc96fa!8m2!3d-6.6799556!4d106.6944311!16s%2Fg%2F11qq98w4vb!19sChIJNxGa-d_RaS4R-pbM5qk9oaw?authuser=0&hl=id&rclk=1,-6.6799556,106.6944311,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7MRgm0_ABiG-1_H0yn4MHekc51tkxqVStCeSC6lQECGyfoBXj7Ad47QcYNyJMQGMNxwuG_D9wEnz--GYpU5N6sgl_yboLj5YZKwo-D0TF2GHBAT659dExo9POBHKbD0QB9Y0WOw=w1200-h800
Kolam Renang Aldepos,Rekreasi,Wisata Rekreasi,Tenjolaya,Kabupaten Bogor,4.2,1578,10000,https://www.google.com/maps/place/Kolam+Renang+Aldepos/data=!4m7!3m6!1s0x2e69d075ad011c0b:0x17620d182682776b!8m2!3d-6.6339567!4d106.6957162!16s%2Fg%2F11f4qlhj5v!19sChIJCxwBrXXQaS4Ra3eCJhgNYhc?authuser=0&hl=id&rclk=1,-6.6339567,106.6957162,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxEheYn_UD1-oOwJJeGGr0LeaDE5Mm4wn4lrEufXO9x05wg10WPaxi8zRzLTFpjDDyUx4jAw0Wv6ekrdi5oYlrm5zNu3U6IpWkLXu70-45B0aPumeiqzwXmzW4hz1GyuEuZaP6xbjaCujC=w1200-h800
Curug Cipeuteuy,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.5,82,52000,https://www.google.com/maps/place/Curug+Cipeuteuy/data=!4m7!3m6!1s0x2e69d19572f1fa51:0x58050e3848747e7!8m2!3d-6.671289!4d106.7132521!16s%2Fg%2F11h2j0w075!19sChIJUfrxcpXRaS4R50eHhONQgAU?authuser=0&hl=id&rclk=1,-6.671289,106.7132521,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzC0_oI3jVPvLTmyhXsWU5AG6bgPcye8xrMhhmgU5R4DJTpN4sErodm-i98yGy-wchaGXIERF19RQIVxJPIieUUtev_G12zW51T-XScgviJVqVPBe8kcC2nDUa2mQlCKxXGdnDG2g=w1200-h800
Wisata Alam Curug Hiji,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.4,263,30000,https://www.google.com/maps/place/Wisata+Alam+Curug+Hiji/data=!4m7!3m6!1s0x2e69d124453c5b33:0x42f08bab21d4083d!8m2!3d-6.6700146!4d106.7141895!16s%2Fg%2F11h03dmgyp!19sChIJM1s8RSTRaS4RPQjUIauL8EI?authuser=0&hl=id&rclk=1,-6.6700146,106.7141895,https://lh3.googleusercontent.com/p/AF1QipP4bz3ASxk3tfZG9lIiL5dJX7VuGf-ReVBFHi8U=w1200-h800
Lembah Batu Gunung Bunder,Alam,Wisata Alam,Tenjolaya,Kabupaten Bogor,4.6,279,15000,https://www.google.com/maps/place/Lembah+Batu+Gunung+Bunder/data=!4m7!3m6!1s0x2e69d185d7eebf57:0xb77cc8267cbd37b2!8m2!3d-6.6736666!4d106.6956507!16s%2Fg%2F11v5tfrx1w!19sChIJV7_u14XRaS4Rsje9fCbIfLc?authuser=0&hl=id&rclk=1,-6.6736666,106.6956507,https://lh3.googleusercontent.com/p/AF1QipNRTGNw0JChhOQhy4fI2wSxK0NxSYsHhikkoMu-=w1200-h800
Taman Air Mancur,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,856,0,https://www.google.com/maps/place/Taman+Air+Mancur/data=!4m7!3m6!1s0x2e69c59b838fae27:0x278a3977a0209e79!8m2!3d-6.5810366!4d106.7968074!16s%2Fg%2F11h830b7tb!19sChIJJ66Pg5vFaS4ReZ4goHc5iic?authuser=0&hl=id&rclk=1,-6.5810366,106.7968074,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwK2jjyG8k4YO2kKG6cu3K4rdMAbilOVZuniyfmrE-y8nNJTIMx5GvZuVgWKkd7duS2Vy3g0Vt8YiBMXXYXlnYAAp6pHzRPDK8dDwl1qrdJPOUSjrtMNEAwJDZu8cHihiJK6eU=w1200-h800
Kebun Raya Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,102121,15500,https://www.google.com/maps/place/Kebun+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5c412a67abb:0x75f23c6b45a37ee5!8m2!3d-6.5976289!4d106.7995698!16zL20vMDk1cmQ4!19sChIJu3qmEsTFaS4R5X6jRWs88nU?authuser=0&hl=id&rclk=1,-6.5976289,106.7995698,
Akuatik Park,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,93,0,https://www.google.com/maps/place/Akuatik+Park/data=!4m7!3m6!1s0x2e69c566a828db55:0x2ee2949c0fb73222!8m2!3d-6.6007929!4d106.800734!16s%2Fg%2F11gjtxml27!19sChIJVdsoqGbFaS4RIjK3D5yU4i4?authuser=0&hl=id&rclk=1,-6.6007929,106.800734,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylmvINMIS63hhH3hb1hAsx0TcdbGyUD8u9aF5ofywQpNaCuQ3e7xqYy8sZ0GMK89vcrgauEd6tEPo-7FyyGfRIS72SG_PjSIVmAeLn5JhI6fw9z74_DMNe9S0JGUX8NnO52vYi=w1200-h800
Museum Tanah dan Pertanian,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.7,788,0,https://www.google.com/maps/place/Museum+Tanah+dan+Pertanian/data=!4m7!3m6!1s0x2e69c5c123196eef:0xd85d7d4f3bffd349!8m2!3d-6.6037032!4d106.7978677!16s%2Fg%2F12jss0q22!19sChIJ724ZI8HFaS4RSdP_O099Xdg?authuser=0&hl=id&rclk=1,-6.6037032,106.7978677,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUzcbSCWKuM52RK2csLTZQF988js0vYaHVcc4Uk7mF85c0adBsdswOANFEwe1MejDj5QA87fQqimkJYiHFf8ci_OToQ7sbb3USzM-n4NVuoBBoB1cY6hG9kf_DUtlDwHNxcotT=w1200-h800
Ekowisata Situ Gede,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,157,0,https://www.google.com/maps/place/Ekowisata+Situ+Gede/data=!4m7!3m6!1s0x2e69c59d88a69ed5:0x19760dcbc17a1dec!8m2!3d-6.5517073!4d106.7457227!16s%2Fg%2F11fmz8rv7w!19sChIJ1Z6miJ3FaS4R7B16wcsNdhk?authuser=0&hl=id&rclk=1,-6.5517073,106.7457227,
Kampung Lauk Bubulak Bogor,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.7,80,0,https://www.google.com/maps/place/Kampung+Lauk+Bubulak+Bogor/data=!4m7!3m6!1s0x2e69c51dd8b065d3:0x689dc99aaba770db!8m2!3d-6.5701869!4d106.7508608!16s%2Fg%2F11k5z1n938!19sChIJ02Ww2B3FaS4R23Cnq5rJnWg?authuser=0&hl=id&rclk=1,-6.5701869,106.7508608,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTOgvh_GEWCk8ZTR-NwtzOpnL6p-cUmrVxcWWx2Cuigc215MHWc0fsH1nklUujXaarLxvWGVTwVpmItIMhPEEOlxtGt6rZslPnKnh-8heHyXbrsKU_JKo5I5SsvcVWOATIhZIT=w1200-h800
Water Park SKI,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,1171,35000,https://www.google.com/maps/place/Water+Park+SKI/data=!4m7!3m6!1s0x2e69c6017b9b1f4b:0x5dda1a9a9a6512ed!8m2!3d-6.6239703!4d106.8234627!16s%2Fg%2F11dybbzyhr!19sChIJSx-bewHGaS4R7RJlmpoa2l0?authuser=0&hl=id&rclk=1,-6.6239703,106.8234627,
Bogor Sky Garden,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,262,0,https://www.google.com/maps/place/Bogor+Sky+Garden/data=!4m7!3m6!1s0x2e69c5dbd161e639:0x2ad005a486818b38!8m2!3d-6.6055954!4d106.7955341!16s%2Fg%2F11q1lsj5dk!19sChIJOeZh0dvFaS4ROIuBhqQF0Co?authuser=0&hl=id&rclk=1,-6.6055954,106.7955341,https://lh3.googleusercontent.com/p/AF1QipOKae3ySC1h5PHCO9ivJLEGzm8c1JnU5Ra8YDTN=w1200-h800
Alun-Alun Kota Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,5309,0,https://www.google.com/maps/place/Alun-Alun+Kota+Bogor/data=!4m7!3m6!1s0x2e69c574e26d396d:0x98161550994480f9!8m2!3d-6.5945848!4d106.7915011!16s%2Fg%2F11rrrx1flh!19sChIJbTlt4nTFaS4R-YBEmVAVFpg?authuser=0&hl=id&rclk=1,-6.5945848,106.7915011,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxe2Vc0mohRj1G7Q9OEdPIDv9uMo0FJkBP9PzdqO1RumVEfY-m4yY99qjdbfIuIdVVm8pIEZFGfSAE2p3DOaS9-kG6FWCTjUvQL2T18mdqoR9YZ4M1jLCZT29UomvVYH9-r_QvZ=w1200-h800
Tugu Kujang Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.7,14628,0,https://www.google.com/maps/place/Tugu+Kujang+Bogor/data=!4m7!3m6!1s0x2e69c5e100000001:0x1460e0034eb2eafc!8m2!3d-6.6014417!4d106.8050738!16s%2Fg%2F11bw1h8hqd!19sChIJAQAAAOHFaS4R_OqyTgPgYBQ?authuser=0&hl=id&rclk=1,-6.6014417,106.8050738,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqiHWxIaQPBY7RCSP-DLHbgIzabnx2DR53zxP1d2NT1QidGX255jDVqv-3o3Z_idERdMj0LWI7K6H1Tia4dLzPWZh4ZyLAnI8k2ExRzsX_OTA2umEuQg_mbun0BqHJ7XGQ06Tgnw=w1200-h800
Ecodome Kebun Raya Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,150,0,https://www.google.com/maps/place/Ecodome+Kebun+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5de4a61e035:0xc8f6b3a903cd4cce!8m2!3d-6.59753!4d106.8027574!16s%2Fg%2F11f9d95498!19sChIJNeBhSt7FaS4RzkzNA6mz9sg?authuser=0&hl=id&rclk=1,-6.59753,106.8027574,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzojbtag2Qbkrf8DWz1QM-mQYL6RC9c-_6hOB3DJvj5ruKcUIB9VyCDAaO9cr7IzZXspGq4xzI9TmulcZa16aGi22zmOrThkAJTvcmKjFJb2R_n66lD-tqZGZ2LlTjjE2F3dx6K=w1200-h800
Taman Sempur,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,17294,0,https://www.google.com/maps/place/Taman+Sempur/data=!4m7!3m6!1s0x2e69c5cc1ab57851:0x923a0054edb53cfc!8m2!3d-6.5917106!4d106.8008294!16s%2Fg%2F11g6s9vkj1!19sChIJUXi1GszFaS4R_Dy17VQAOpI?authuser=0&hl=id&rclk=1,-6.5917106,106.8008294,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyudVXGGlfy1ndmJJqVQWShuIGjkQeg_dpHPSnZYDAdEv5E2DtEq1pqje4vf0lFx2Dp45KgrrJnwjVLTNdEL2euCL1L1zsAR3tQo-pgx9u92LwI2Gn7GkT39penz6SJ_G81zmaqRg=w1200-h800
Museum Perjuangan Bogor,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.6,550,15000,https://www.google.com/maps/place/Museum+Perjuangan+Bogor/data=!4m7!3m6!1s0x2e69c5b153d2279b:0x96418d0f7688c579!8m2!3d-6.5930813!4d106.7879948!16s%2Fg%2F1q5hy626b!19sChIJmyfSU7HFaS4RecWIdg-NQZY?authuser=0&hl=id&rclk=1,-6.5930813,106.7879948,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykLbM-6a3hx7zECnqEXs2hL1IRvjplkvDF6oZScGCt1xNtEeakIFOat0W0-OZGQYtZqoruiDWnWftqfjUi07xg7K1RnfiOYA_N9ldUnXdD4eQOvJ6_0MgG_u9OyJlTNNsFCeJx=w1200-h800
Inti Agro Wisata Edukatif Bogor,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,145,0,https://www.google.com/maps/place/Inti+Agro+Wisata+Edukatif+Bogor/data=!4m7!3m6!1s0x2e69c4ed0efbbeff:0xb159f94a844810f5!8m2!3d-6.5701061!4d106.7568515!16s%2Fg%2F11c52_krg5!19sChIJ_777Du3EaS4R9RBIhEr5WbE?authuser=0&hl=id&rclk=1,-6.5701061,106.7568515,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzNTgh1OYmHa0wbDO-J6QYWDGjz_bXGXBm_5N6kLTAW6y1eq0_qVsKaEQYOICmKfCEAsfTUMJKYcLoWA9pgDQcbku6DsD094tKtCwjNkmfk-tOhorJWwL0d7qOBidC_Xe_sQ_du=w1200-h800
